fecha,equipo,comercio,imagen,tipo_comercio,reja,año_apertura,cantidad_trabajadores,trabajadores_salario_fijo,exp_trabajadores_3mes,venta_vs_mesantes,razon_ventas,exp_ventas_3mes,inventario_vs_mesantes,exp_inventario_3mes,nivel_inventario,precios,exp_precios_3mes,afect_crimen,afect_credito,afect_precios,afect_compe,credits_bancos,credits_proveedor,credits_familia,credits_gobierno,credits_privado,credits_otro,razon_no_credito,quiere_crezca,porque_no_crezca,min_salario,tecnologia,tecnologia_habitual,hs_apertura,hs_cierre,consumo_kw,sexo_encuestado,telefono,local,estudios,edad,lat,long
2025-09-29 11:31:09,,,https://mit.co1.qualtrics.com/Q/File.php?F=,ALMACÉN,0,2015.0,3.0,0.0,Aumente,Mejor,ghjkl,Mayores,Disminuyó,Incremente,Muy poco,Aumentó,Aumenten,Nada,Algo,Mucho,Mucho,0.0,1.0,1.0,0.0,1.0,,Las tasas de interés son muy altas,0.0,Porque sería muy complicado administrarlo,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,,,,,,,,,-34.61110527179216,-58.44038672336395
2025-10-07 07:20:57,Elevate BA,,https://mit.co1.qualtrics.com/Q/File.php?F=F_3NKANYYFqN9WQ3e,ALMACÉN,0,2022.0,3.0,2.0,Igual,Igual,Los precios quedaron muy altos en relación a los sueldos ,Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Aumenten,Poco,Algo,Moderado,Moderado,0.0,0.0,0.0,0.0,0.0,mercado pago,No necesito un crédito,0.0,Porque sería muy complicado administrarlo,4.000.000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:00 pm,1949.0,0,21645666.0,Rentado,Secundaria,De 41 a 50,,
2025-10-07 08:31:33,Los Nachos,,https://mit.co1.qualtrics.com/Q/File.php?F=F_2CvKeXwLEQWHC3O,BARES Y PEQUEÑOS RESTAURANTES,0,2020.0,2.0,0.0,Igual,Peor,Falta de dinero de los clientes,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Mucho,Nada,0.0,0.0,0.0,0.0,0.0,0,No necesito un crédito,1.0,,2500000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",12:00 pm,6:00 pm,,0,37677551.0,Rentado,Secundaria,Más de 60,-34.5777698,-58.459811
2025-10-07 09:04:55,Los Nachos,,https://mit.co1.qualtrics.com/Q/File.php?F=F_2CdoK7Rk6tdDYQe,KIOSKO,0,2024.0,2.0,2.0,Igual,Peor,"Situacion actual, falta de dinero en ma calle",Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Mucho,Moderado,0.0,1.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,1500000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,,0,22768988.0,Rentado,Secundaria,De 41 a 50,-34.5765712,-58.4596786
2025-10-07 09:14:40,Los Nachos,,https://mit.co1.qualtrics.com/Q/File.php?F=F_1lm13JMlnw13k1n,CAFETERÍAS,0,2024.0,2.0,2.0,Igual,Igual,"Siempre los mismos clientes,  no hay variacion",Mayores,Disminuyó,Igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Poco,Nada,Algo,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,800000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,7:30 pm,,1,61411995.0,Rentado,Secundaria,De 21 a 30,-34.5768898,-58.4600494
2025-10-07 09:26:51,Los Nachos,,https://mit.co1.qualtrics.com/Q/File.php?F=F_1MRMygASwQCCaEa,KIOSKO,1,2022.0,3.0,3.0,Igual,Peor,Por incremento de precios al aumentar los costos,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Moderado,0.0,0.0,0.0,0.0,0.0,0,No necesito un crédito,1.0,,1000000,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",6:00 am,11:00 pm,,0,33431227.0,Rentado,Universidad y más,De 41 a 50,-34.5744331,-58.4595387
2025-10-07 09:52:14,Los Nachos,,https://mit.co1.qualtrics.com/Q/File.php?F=F_ZkqyaOQurW4OK6R,VERDULERÍA,0,1980.0,1.0,0.0,Aumente,Peor,Por la situación pais,Mayores,Permaneció igual,Igual,En su nivel correcto,Aumentó,Aumenten,Nada,Algo,Moderado,Mucho,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,0.0,Porque está satisfecho con su negocio,2000000,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,Ninguna de las anteriores.,9:00 am,8:00 pm,,0,,Propio,Secundaria,Más de 60,-34.5711686,-58.4573551
2025-10-07 10:36:29,Los Nachos,,https://mit.co1.qualtrics.com/Q/File.php?F=F_3n8InaewW6bJAKV,KIOSKO,0,2005.0,2.0,2.0,Igual,Mejor,Por el clima ,Menores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Moderado,Moderado,0.0,0.0,0.0,0.0,0.0,0,No necesito un crédito,1.0,,0 (no está dispuesto a venderlo),Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,11:00 pm,,0,25182903.0,Rentado,Secundaria,De 21 a 30,-34.5662535,-58.4528198
2025-10-08 09:32:38,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_3oBdhykU4v6QyHY,CAFETERÍAS,0,2012.0,3.0,3.0,Aumente,Peor,Político ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Moderado,Moderado,Nada,1.0,0.0,0.0,0.0,0.0,0,,0.0,Porque está satisfecho con su negocio,No aceptaría nada,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,7:00 pm,1400.0,0,24007261.0,Rentado,Primaria,Más de 60,-34.7621776,-58.39832
2025-10-08 10:15:53,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_1nOZJAQ4H7KP0D9,FIAMBRERÍA,0,2024.0,2.0,2.0,Aumente,Mejor,Mercadería y atención,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Poco,Algo,Mucho,1.0,0.0,0.0,0.0,0.0,0,,1.0,,No lo acepta,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",10:00 am,10:30 pm,1893.0,0,23635044.0,Rentado,Secundaria,De 21 a 30,-34.7614455,-58.4036016
2025-10-08 10:33:30,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_3lEnz8QAUdZTeWo,BARES Y PEQUEÑOS RESTAURANTES,0,2023.0,4.0,4.0,Aumente,Mejor,Porque usan mucho marketing,Mayores,Aumentó,Incremente,Demsiado grande,Permaneció igual,Permanezcan igual,Mucho,Moderado,Mucho,Nada,0.0,0.0,0.0,0.0,0.0,ninguna,No necesito un crédito,1.0,,ninguna,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,8:30 pm,1500.0,0,21760096.0,Rentado,Secundaria,De 31 a 40,-34.7615375,-58.4043657
2025-10-08 10:45:16,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_1i996ijj86lh6uy,CONFITERÍA O PANADERÍA,0,2015.0,10.0,10.0,Igual,Igual,Estacional. Depende el mes.,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Moderado,Moderado,Mucho,0.0,0.0,0.0,0.0,0.0,0,Los procedimientos para aplicar son complicados,1.0,,Ninguno,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:30 am,8:00 pm,400.0,1,32573286.0,Rentado,Universidad y más,De 51 a 60,-34.7613012,-58.4042919
2025-10-08 11:35:04,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_2S7twIGS8ffBXGU,BARES Y PEQUEÑOS RESTAURANTES,0,2021.0,6.0,6.0,Disminuya,Peor,La economia,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Moderado,Mucho,Mucho,0.0,0.0,0.0,0.0,0.0,ninguna,No necesito un crédito,0.0,Porque tendría que hacer trámites muy costosos,1100000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,2:30 pm,1400.0,1,23417407.0,Rentado,Secundaria,De 51 a 60,-34.7629116,-58.4018843
2025-10-08 12:11:38,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_3MPw2Ng9XbzS1to,BARES Y PEQUEÑOS RESTAURANTES,0,2003.0,3.0,3.0,Igual,Peor,Económica y política,Menores,Permaneció igual,Igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Moderado,Mucho,Nada,0.0,0.0,0.0,0.0,0.0,0,Los requerimientos de garantía son muy altos,1.0,,3000000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",10:00 am,5:00 pm,,0,41937119.0,Rentado,Secundaria,De 51 a 60,-34.7620272,-58.3991223
2025-10-08 12:10:30,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_1nUiaqicnH1mE0X,CAFETERÍAS,0,2023.0,3.0,3.0,Aumente,Mejor,Distintas opciones de productos naturales,Mayores,Aumentó,Incremente,Demsiado grande,Permaneció igual,Permanezcan igual,Nada,Nada,Nada,Nada,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,Ninguna,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:30 am,8:00 pm,600.0,0,27274794.0,Rentado,Universidad y más,De 51 a 60,-34.7620272,-58.3991223
2025-10-08 12:38:22,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_1nU99s5lFCVKGPu,BARES Y PEQUEÑOS RESTAURANTES,0,1995.0,4.0,4.0,Igual,Mejor,Temporada,Mayores,Permaneció igual,Igual,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Nada,Nada,Poco,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,Ningúno ,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",12:00 pm,11:00 pm,600.0,0,30529118.0,Rentado,Secundaria,Más de 60,-34.7612761,-58.4012148
2025-10-08 14:24:31,Los gonzaltos de UNICEN,,https://mit.co1.qualtrics.com/Q/File.php?F=F_2fvOwN0ZiBaQX24,KIOSKO,0,2025.0,5.0,2.0,Igual,Mejor,Por el clima,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Poco,Nada,Moderado,Poco,0.0,0.0,1.0,0.0,0.0,.,Las tasas de interés son muy altas,1.0,,No acepta,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,9:00 pm,,0,20441414.0,Rentado,Preparatoria,De 21 a 30,-37.3298513,-59.0953524
2025-10-08 14:45:03,Los gonzaltos de UNICEN,,https://mit.co1.qualtrics.com/Q/File.php?F=F_2QilJi4Ys425CGJ,DIETÉTICAS,0,2024.0,3.0,2.0,Igual,Mejor,Epoca del año y diversificacion del almacen,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Moderado,0.0,0.0,0.0,0.0,0.0,0,No necesito un crédito,1.0,,No lo dejaria,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:30 am,9:00 pm,,1,94206978.0,Rentado,Preparatoria,De 41 a 50,-37.329794,-59.0952451
2025-10-08 15:06:43,Los gonzaltos de UNICEN,,https://mit.co1.qualtrics.com/Q/File.php?F=F_2tKze7aaJXoi4pV,CARNICERÍA,0,2009.0,2.0,2.0,Igual,Igual,Clima ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Poco,Nada,Moderado,Poco,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,Ninguna ,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,8:00 pm,,1,,Rentado,Primaria,De 41 a 50,-37.3334934,-59.1107784
2025-10-08 15:18:00,Los gonzaltos de UNICEN,,https://mit.co1.qualtrics.com/Q/File.php?F=F_3oEA3NZ8ZpBepDf,ALMACÉN,0,2022.0,3.0,0.0,Igual,Igual,No hay más plata que alcance.,Mayores,Permaneció igual,Igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Mucho,Nada,0.0,0.0,0.0,0.0,0.0,.,No necesito un crédito,0.0,Porque está satisfecho con su negocio,No lo cambiaria,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,9:00 pm,,0,,Rentado,Secundaria,De 21 a 30,-37.3336019,-59.1106044
2025-10-08 15:29:28,Los gonzaltos de UNICEN,,https://mit.co1.qualtrics.com/Q/File.php?F=F_oZj9EjhQXvPC0Ux,ALMACÉN,0,2019.0,8.0,6.0,Igual,Igual,"Por el público de la zona, en otros lados está complicado.",Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Aumenten,Nada,Nada,Algo,Nada,1.0,0.0,0.0,0.0,0.0,.,,1.0,,.,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:30 am,9:00 pm,,0,94336244.0,Rentado,Primaria,De 41 a 50,-37.3338347,-59.1104965
2025-10-08 15:03:57,South Orange,,https://mit.co1.qualtrics.com/Q/File.php?F=,ALMACÉN,1,2025.0,2.0,0.0,Igual,Igual,Está estable,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Algo,Nada,Poco,Poco,0.0,0.0,0.0,0.0,0.0,,Las tasas de interés son muy altas,0.0,Porque sería muy complicado administrarlo,5000000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,9:00 pm,,1,44452023.0,Propio,Preparatoria,De 41 a 50,-34.763165,-58.214369
2025-10-08 16:01:54,South Orange,,https://mit.co1.qualtrics.com/Q/File.php?F=F_2Qt86QZnNFwbL2P,CARNICERÍA,0,1980.0,5.0,2.0,Igual,Igual,Estabilidad,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Poco,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,90000000,,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:30 am,8:00 pm,,0,32526193.0,Rentado,Secundaria,De 21 a 30,-34.761104,-58.216218
